latitud,longitud,fecha,temperatura_2m_C,punto_rocio_2m_C,precipitacion_total_mm,radiacion_solar_whm2,radiacion_solar_prom_4d,radiacion_solar_acum_4d,radiacion_solar_prom_7d,radiacion_solar_acum_7d,radiacion_solar_prom_14d,radiacion_solar_acum_14d,radiacion_solar_prom_21d,radiacion_solar_acum_21d,radiacion_solar_prom_28d,radiacion_solar_acum_28d,temperatura_2m_prom_4d,temperatura_2m_acum_4d,temperatura_2m_prom_7d,temperatura_2m_acum_7d,temperatura_2m_prom_14d,temperatura_2m_acum_14d,temperatura_2m_prom_21d,temperatura_2m_acum_21d,temperatura_2m_prom_28d,temperatura_2m_acum_28d,precipitacion_acum_1d,precipitacion_acum_2d,precipitacion_acum_3d,precipitacion_acum_4d,precipitacion_acum_5d
5.300000000000001,-75.35,2024-01-08,12.426025,5.2264,0.0032858187,273.29062,271.10338973999023,1084.413558959961,260.704581124442,1824.9320678710938,257.5813808441162,2060.6510467529297,257.5813808441162,2060.6510467529297,257.5813808441162,2060.6510467529297,12.251861572265625,49.0074462890625,12.585728236607142,88.10009765625,12.615030884742737,100.9202470779419,12.615030884742737,100.9202470779419,12.615030884742737,100.9202470779419,0.0032858187332749367,0.013437856920063496,0.024263614788651466,0.12904499657452106,0.31239921040832996
5.300000000000001,-75.35,2024-01-09,12.026256,4.980591,0.002613996,252.14221,270.76756286621094,1083.0702514648438,264.13485063825334,1848.9439544677734,256.9770287407769,2312.793258666992,256.9770287407769,2312.793258666992,256.9770287407769,2312.793258666992,12.247421264648438,48.98968505859375,12.395486014229911,86.76840209960938,12.549611409505209,112.94650268554688,12.549611409505209,112.94650268554688,12.549611409505209,112.94650268554688,0.002613995922729373,0.00589981465600431,0.01605185284279287,0.02687761071138084,0.13165899249725044
5.300000000000001,-75.35,2024-01-10,12.048289,6.2715354,0.048640236,249.90466,263.9542007446289,1055.8168029785156,264.5664302280971,1851.9650115966797,256.269792175293,2562.6979217529297,256.269792175293,2562.6979217529297,256.269792175293,2562.6979217529297,12.221272945404053,48.88509178161621,12.206607001168388,85.44624900817871,12.499479198455811,124.9947919845581,12.499479198455811,124.9947919845581,12.499479198455811,124.9947919845581,0.048640236258506775,0.05125423218123615,0.054540050914511085,0.06469208910129964,0.07551784696988761
5.300000000000001,-75.35,2024-01-11,12.332561,8.473744,0.37375236,243.68304,254.75513458251953,1019.0205383300781,261.44906834193637,1830.1434783935547,255.12554238059303,2806.3809661865234,255.12554238059303,2806.3809661865234,255.12554238059303,2806.3809661865234,12.208282709121704,48.833130836486816,12.202078819274902,85.41455173492432,12.484304774891246,137.3273525238037,12.484304774891246,137.3273525238037,12.484304774891246,137.3273525238037,0.3737523555755615,0.4223925918340683,0.42500658775679767,0.4282924064900726,0.43844444467686117
5.300000000000001,-75.35,2024-01-12,11.939931,7.9450073,0.4430053,244.14014,247.46751403808594,989.8700561523438,260.114013671875,1820.798095703125,254.2100919087728,3050.5211029052734,254.2100919087728,3050.5211029052734,254.2100919087728,3050.5211029052734,12.086759090423584,48.347036361694336,12.187209401811872,85.3104658126831,12.438940286636353,149.26728343963623,12.438940286636353,149.26728343963623,12.438940286636353,149.26728343963623,0.4430052936077118,0.8167576491832733,0.8653978854417801,0.8680118813645095,0.8712977000977844
5.300000000000001,-75.35,2024-01-13,12.158528,9.477925,2.114641,224.6493,240.59428787231445,962.3771514892578,252.61275591169084,1768.289291381836,251.9361853966346,3275.17041015625,251.9361853966346,3275.17041015625,251.9361853966346,3275.17041015625,12.119827270507812,48.47930908203125,12.188015937805176,85.31611156463623,12.417370135967548,161.42581176757812,12.417370135967548,161.42581176757812,12.417370135967548,161.42581176757812,2.114640951156616,2.557646244764328,2.9313986003398895,2.9800388365983963,2.9826528325211257
5.300000000000001,-75.35,2024-01-14,12.494945,7.841461,0.73456305,273.4695,246.48550033569336,985.9420013427734,251.6113564627511,1761.2794952392578,253.47428022112166,3548.639923095703,253.47428022112166,3548.639923095703,253.47428022112166,3548.639923095703,12.231491088867188,48.92596435546875,12.203790664672852,85.42653465270996,12.422911167144775,173.92075634002686,12.422911167144775,173.92075634002686,12.422911167144775,173.92075634002686,0.7345630526542664,2.8492040038108826,3.2922092974185944,3.665961652994156,3.7146018892526627
5.300000000000001,-75.35,2024-01-15,12.654846,5.912964,0.033560243,278.3525,255.1528663635254,1020.6114654541016,252.33448355538505,1766.3413848876953,256.5195323399135,3591.273452758789,255.13282877604166,3826.992431640625,255.13282877604166,3826.992431640625,12.312062501907349,49.248250007629395,12.236479350498744,85.65535545349121,12.411103793552943,173.7554531097412,12.43837350209554,186.5756025314331,12.43837350209554,186.5756025314331,0.033560242503881454,0.7681232951581478,2.882764246314764,3.325769539922476,3.6995218954980373
5.300000000000001,-75.35,2024-01-16,12.586354,4.460775,0.001837262,257.04117,258.37812423706055,1033.5124969482422,253.03433445521765,1771.2403411865234,258.5845925467355,3620.184295654297,255.25209999084473,4084.0335998535156,255.25209999084473,4084.0335998535156,12.473668336868286,49.894673347473145,12.316493443080358,86.2154541015625,12.355989728655134,172.98385620117188,12.447622299194336,199.16195678710938,12.447622299194336,199.16195678710938,0.0018372619524598122,0.03539750445634127,0.7699605571106076,2.884601508267224,3.3276068018749356
5.300000000000001,-75.35,2024-01-17,13.035289,5.082499,0.003421156,262.46945,267.8331604003906,1071.3326416015625,254.82930428641183,1783.8051300048828,259.6978672572545,3635.7701416015625,255.67665010340073,4346.5030517578125,255.67665010340073,4346.5030517578125,12.692858457565308,50.77143383026123,12.457493373325892,87.20245361328125,12.33205018724714,172.64870262145996,12.482190917519961,212.19724559783936,12.482190917519961,212.19724559783936,0.003421155968680978,0.00525841792114079,0.038818660425022244,0.7733817130792886,2.888022664235905
